x,y,theta
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000056e-01,0.000000000000000000e+00,0.000000000000000000e+00
2.000000000000000111e-01,0.000000000000000000e+00,0.000000000000000000e+00
3.000000000000000444e-01,0.000000000000000000e+00,0.000000000000000000e+00
4.000000000000000222e-01,0.000000000000000000e+00,0.000000000000000000e+00
5.000000000000000000e-01,0.000000000000000000e+00,0.000000000000000000e+00
5.999999999999999778e-01,0.000000000000000000e+00,0.000000000000000000e+00
6.999999999999999556e-01,0.000000000000000000e+00,0.000000000000000000e+00
7.999999999999999334e-01,0.000000000000000000e+00,0.000000000000000000e+00
8.999999999999999112e-01,0.000000000000000000e+00,0.000000000000000000e+00
9.999999999999998890e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.099999999999999867e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.199999999999999956e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.300000000000000044e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.400000000000000133e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.500000000000000222e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.600000000000000311e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.700000000000000400e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.800000000000000488e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.900000000000000577e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.000000000000000444e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.100000000000000533e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.200000000000000622e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.300000000000000711e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.400000000000000799e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.500000000000000888e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.600000000000000977e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.700000000000001066e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.800000000000001155e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.900000000000001243e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.000000000000001332e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.100000000000001421e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.200000000000001510e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.300000000000001599e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.400000000000001688e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.500000000000001776e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.600000000000001865e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.700000000000001954e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.800000000000002043e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.900000000000002132e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.000000000000001776e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.100000000000001421e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.200000000000001066e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.300000000000000711e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.400000000000000355e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.500000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.599999999999999645e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.699999999999999289e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.799999999999998934e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.899999999999998579e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.999999999999998224e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.099980000666655577e+00,1.999866669333308280e-03,2.000000000000000042e-02
5.199900011332752925e+00,5.998800087996724803e-03,4.000000000000000083e-02
5.299720065326273044e+00,1.199520073594118399e-02,5.999999999999999778e-02
5.399400235956535177e+00,1.998667013285845145e-02,8.000000000000000167e-02
5.498900652484337570e+00,2.997001179754126693e-02,1.000000000000000056e-01
5.598181516069724140e+00,4.194123252643320449e-02,1.200000000000000094e-01
5.697203115690987474e+00,5.589554399085685382e-02,1.400000000000000133e-01
5.795925844028550600e+00,7.182736465228145573e-02,1.600000000000000033e-01
5.894310213307362822e+00,8.973032199486387361e-02,1.799999999999999933e-01
5.992316871091486696e+00,1.095972550743699869e-01,1.999999999999999833e-01
6.089906616024546970e+00,1.314202173824569053e-01,2.199999999999999734e-01
6.187040413509749648e+00,1.551904800251703576e-01,2.399999999999999634e-01
6.283679411323200625e+00,1.808985352143858694e-01,2.599999999999999534e-01
6.379784955154277348e+00,2.085341000707972570e-01,2.799999999999999711e-01
6.475318604066838013e+00,2.380861207369312227e-01,2.999999999999999889e-01
6.570242145875082151e+00,2.695427767985429934e-01,3.200000000000000067e-01
6.664517612427916404e+00,3.028914860126244446e-01,3.400000000000000244e-01
6.758107294795709485e+00,3.381189093401334445e-01,3.600000000000000422e-01
6.850973758353360310e+00,3.752109562814316956e-01,3.800000000000000600e-01
6.943079857753648554e+00,4.141527905122967534e-01,4.000000000000000777e-01
7.034388751784879545e+00,4.549288358182537739e-01,4.200000000000000955e-01
7.124863918106876248e+00,4.975227823248537518e-01,4.400000000000001132e-01
7.214469167859428822e+00,5.419175930214057413e-01,4.600000000000001310e-01
7.303168660137357548e+00,5.880955105755540924e-01,4.800000000000001488e-01
7.390926916326394647e+00,6.360380644359744373e-01,5.000000000000001110e-01
7.477708834294159779e+00,6.857260782203481453e-01,5.200000000000001288e-01
7.563479702430542240e+00,7.371396773856594420e-01,5.400000000000001465e-01
7.648205213531883651e+00,7.902582971777477594e-01,5.600000000000001643e-01
7.731851478523402044e+00,8.450606908569351372e-01,5.800000000000001821e-01
7.814385040014370176e+00,9.015249381964386410e-01,6.000000000000001998e-01
7.895772885680623965e+00,9.596284542501691828e-01,6.200000000000002176e-01
7.975982461469053320e+00,1.019347998386408438e+00,6.400000000000002354e-01
8.054981684618789828e+00,1.080659683583751862e+00,6.600000000000002531e-01
8.132738956493883009e+00,1.143538985985598666e+00,6.800000000000002709e-01
8.209223175222332358e+00,1.207960754709367812e+00,7.000000000000002887e-01
8.284403748136421441e+00,1.273899221906515056e+00,7.200000000000003064e-01
8.358250604009379359e+00,1.341328013069329472e+00,7.400000000000003242e-01
8.430734205083469490e+00,1.410220157580384548e+00,7.600000000000003419e-01
8.501825558884696932e+00,1.480548099500425652e+00,7.800000000000003597e-01
8.571496229819413060e+00,1.552283708590378009e+00,8.000000000000003775e-01
8.639718350548173831e+00,1.625398291563067588e+00,8.200000000000003952e-01
8.706464633132304343e+00,1.699862603560153618e+00,8.400000000000004130e-01
8.771708379948709222e+00,1.775646859849681292e+00,8.600000000000004308e-01
8.835423494368567887e+00,1.852720747739578178e+00,8.800000000000004485e-01
8.897584491195633660e+00,1.931053438702326597e+00,9.000000000000004663e-01
8.958166506859980061e+00,2.010613600705963400e+00,9.200000000000004841e-01
9.017145309363089112e+00,2.091369410746474866e+00,9.400000000000005018e-01
9.074497307970334603e+00,2.173288567576574515e+00,9.600000000000005196e-01
9.130199562646955869e+00,2.256338304625771674e+00,9.800000000000005373e-01
9.184229793233770422e+00,2.340485403106561169e+00,1.000000000000000444e+00
9.236566388358935953e+00,2.425696205301497432e+00,1.020000000000000462e+00
9.287188414082214294e+00,2.511936628025831286e+00,1.040000000000000480e+00
9.336075622268266372e+00,2.599172176260330147e+00,1.060000000000000497e+00
9.383208458685640352e+00,2.687367956948825132e+00,1.080000000000000515e+00
9.428568070828198699e+00,2.776488692954968585e+00,1.100000000000000533e+00
9.472136315455870204e+00,2.866498737172618938e+00,1.120000000000000551e+00
9.513895765851705377e+00,2.957362086784207200e+00,1.140000000000000568e+00
9.553829718792332670e+00,3.049042397661383852e+00,1.160000000000000586e+00
9.591922201229021283e+00,3.141502998902185873e+00,1.180000000000000604e+00
9.628157976676687824e+00,3.234706907498908546e+00,1.200000000000000622e+00
9.662522551308292407e+00,3.328616843130815184e+00,1.220000000000000639e+00
9.695002179752169269e+00,3.423195243075769056e+00,1.240000000000000657e+00
9.725583870589998625e+00,3.518404277234820743e+00,1.260000000000000675e+00
9.754255391553193988e+00,3.614205863263743268e+00,1.280000000000000693e+00
9.781005274415653261e+00,3.710561681805462531e+00,1.300000000000000711e+00
9.805822819580891192e+00,3.807433191817289231e+00,1.320000000000000728e+00
9.828698100361737744e+00,3.904781645986821204e+00,1.340000000000000746e+00
9.849621966950879326e+00,4.002568106230352640e+00,1.360000000000000764e+00
9.868586050080661920e+00,4.100753459267588497e+00,1.380000000000000782e+00
9.885582764370685283e+00,4.199298432266434844e+00,1.400000000000000799e+00
9.900605311361854177e+00,4.298163608551607062e+00,1.420000000000000817e+00
9.913647682235668057e+00,4.397309443370775561e+00,1.440000000000000835e+00
9.924704660217674501e+00,4.496696279711939859e+00,1.460000000000000853e+00
9.933771822664105855e+00,4.596284364165703629e+00,1.480000000000000870e+00
9.940845542830876624e+00,4.696033862826109129e+00,1.500000000000000888e+00
9.945922991324234630e+00,4.795904877223667206e+00,1.520000000000000906e+00
9.949002137232481502e+00,4.895857460284215534e+00,1.540000000000000924e+00
9.950081748938307769e+00,4.995851632307211965e+00,1.560000000000000941e+00
9.951161360644134035e+00,5.095845804330208395e+00,1.560000000000000941e+00
9.952240972349960302e+00,5.195839976353204825e+00,1.560000000000000941e+00
9.953320584055786568e+00,5.295834148376201256e+00,1.560000000000000941e+00
9.954400195761612835e+00,5.395828320399197686e+00,1.560000000000000941e+00
9.955479807467439102e+00,5.495822492422194117e+00,1.560000000000000941e+00
9.956559419173265368e+00,5.595816664445190547e+00,1.560000000000000941e+00
9.957639030879091635e+00,5.695810836468186977e+00,1.560000000000000941e+00
9.958718642584917902e+00,5.795805008491183408e+00,1.560000000000000941e+00
9.959798254290744168e+00,5.895799180514179838e+00,1.560000000000000941e+00
9.960877865996570435e+00,5.995793352537176268e+00,1.560000000000000941e+00
9.961957477702396702e+00,6.095787524560172699e+00,1.560000000000000941e+00
9.963037089408222968e+00,6.195781696583169129e+00,1.560000000000000941e+00
9.964116701114049235e+00,6.295775868606165560e+00,1.560000000000000941e+00
9.965196312819875502e+00,6.395770040629161990e+00,1.560000000000000941e+00
9.966275924525701768e+00,6.495764212652158420e+00,1.560000000000000941e+00
9.967355536231528035e+00,6.595758384675154851e+00,1.560000000000000941e+00
9.968435147937354301e+00,6.695752556698151281e+00,1.560000000000000941e+00
9.969514759643180568e+00,6.795746728721147711e+00,1.560000000000000941e+00
9.970594371349006835e+00,6.895740900744144142e+00,1.560000000000000941e+00
9.971673983054833101e+00,6.995735072767140572e+00,1.560000000000000941e+00
9.972753594760659368e+00,7.095729244790137002e+00,1.560000000000000941e+00
9.973833206466485635e+00,7.195723416813133433e+00,1.560000000000000941e+00
9.974912818172311901e+00,7.295717588836129863e+00,1.560000000000000941e+00
9.975992429878138168e+00,7.395711760859126294e+00,1.560000000000000941e+00
9.977072041583964435e+00,7.495705932882122724e+00,1.560000000000000941e+00
9.978151653289790701e+00,7.595700104905119154e+00,1.560000000000000941e+00
9.979231264995616968e+00,7.695694276928115585e+00,1.560000000000000941e+00
9.980310876701443235e+00,7.795688448951112015e+00,1.560000000000000941e+00
9.981390488407269501e+00,7.895682620974108445e+00,1.560000000000000941e+00
9.982470100113095768e+00,7.995676792997104876e+00,1.560000000000000941e+00
9.983549711818922034e+00,8.095670965020101306e+00,1.560000000000000941e+00
9.984629323524748301e+00,8.195665137043098625e+00,1.560000000000000941e+00
9.985708935230574568e+00,8.295659309066095943e+00,1.560000000000000941e+00
9.986788546936400834e+00,8.395653481089093262e+00,1.560000000000000941e+00
9.987868158642227101e+00,8.495647653112090580e+00,1.560000000000000941e+00
9.988947770348053368e+00,8.595641825135087899e+00,1.560000000000000941e+00
9.990027382053879634e+00,8.695635997158085218e+00,1.560000000000000941e+00
9.991106993759705901e+00,8.795630169181082536e+00,1.560000000000000941e+00
9.992186605465532168e+00,8.895624341204079855e+00,1.560000000000000941e+00
9.993266217171358434e+00,8.995618513227077173e+00,1.560000000000000941e+00
9.994345828877184701e+00,9.095612685250074492e+00,1.560000000000000941e+00
9.995425440583010968e+00,9.195606857273071810e+00,1.560000000000000941e+00
9.996505052288837234e+00,9.295601029296069129e+00,1.560000000000000941e+00
9.997584663994663501e+00,9.395595201319066447e+00,1.560000000000000941e+00
9.998664275700489767e+00,9.495589373342063766e+00,1.560000000000000941e+00
9.999743887406316034e+00,9.595583545365061084e+00,1.560000000000000941e+00
1.000082349911214230e+01,9.695577717388058403e+00,1.560000000000000941e+00
1.000190311081796857e+01,9.795571889411055722e+00,1.560000000000000941e+00
1.000298272252379483e+01,9.895566061434053040e+00,1.560000000000000941e+00
1.000406233422962110e+01,9.995560233457050359e+00,1.560000000000000941e+00
1.000847386806044881e+01,1.009546287791283703e+01,1.526666666666667505e+00
1.001621242276586621e+01,1.019516300214080040e+01,1.493333333333334068e+00
1.002726940074787265e+01,1.029454983848196470e+01,1.460000000000000631e+00
1.004163251761288578e+01,1.039351296734277774e+01,1.426666666666667194e+00
1.005928581581979842e+01,1.049194243987218833e+01,1.393333333333333757e+00
1.008020968240894000e+01,1.058972890011571977e+01,1.360000000000000320e+00
1.010438087079223912e+01,1.068676370651084362e+01,1.326666666666666883e+00
1.013177252658036842e+01,1.078293905258864349e+01,1.293333333333333446e+00
1.016235421741819778e+01,1.087814808674769473e+01,1.260000000000000009e+00
1.019609196679538776e+01,1.097228503096707009e+01,1.226666666666666572e+00
1.023294829179457643e+01,1.106524529832659454e+01,1.193333333333333135e+00
1.027288224473520373e+01,1.115692560920377119e+01,1.159999999999999698e+00
1.031584945866672598e+01,1.124722410601829559e+01,1.126666666666666261e+00
1.036180219666066371e+01,1.133604046639666585e+01,1.093333333333332824e+00
1.041068940484671579e+01,1.142327601463116515e+01,1.059999999999999387e+00
1.046245676913403955e+01,1.150883383130938320e+01,1.026666666666665950e+00
1.051704677555464507e+01,1.159261886099248429e+01,9.933333333333326243e-01
1.057439877416189056e+01,1.167453801782258438e+01,9.599999999999992983e-01
1.063444904641307254e+01,1.175450028894189991e+01,9.266666666666659724e-01
1.069713087596124979e+01,1.183241683560878776e+01,8.933333333333326465e-01
1.076237462277765466e+01,1.190820109189831477e+01,8.599999999999993205e-01
1.083010780052234168e+01,1.198176886087771642e+01,8.266666666666659946e-01
1.090025515707710291e+01,1.205303840814988092e+01,7.933333333333326687e-01
1.097273875815119304e+01,1.212193055266093644e+01,7.599999999999993427e-01
1.104747807386697112e+01,1.218836875467105507e+01,7.266666666666660168e-01
1.112439006822925336e+01,1.225227920079073307e+01,6.933333333333326909e-01
1.120338929137898987e+01,1.231359088598807716e+01,6.599999999999993650e-01
1.128438797452876052e+01,1.237223569247597510e+01,6.266666666666660390e-01
1.136729612747462248e+01,1.242814846539152285e+01,5.933333333333327131e-01
1.145202163857596389e+01,1.248126708518361028e+01,5.599999999999993872e-01
1.153847037709230072e+01,1.253153253662825684e+01,5.266666666666660612e-01
1.162654629776329784e+01,1.257888897439500830e+01,4.933333333333327353e-01
1.171615154751584953e+01,1.262328378509156046e+01,4.599999999999994094e-01
1.180718657417964934e+01,1.266466764571767101e+01,4.266666666666660834e-01
1.189955023709046600e+01,1.270299457846341795e+01,3.933333333333327575e-01
1.199313991945825997e+01,1.273822200179092690e+01,3.599999999999994316e-01
1.208785164237527709e+01,1.277031077774280909e+01,3.266666666666661056e-01
1.218358018033747570e+01,1.279922525542475498e+01,2.933333333333327797e-01
1.228021917815092756e+01,1.282493331061396979e+01,2.599999999999994538e-01
1.237766126909330922e+01,1.284740638144945279e+01,2.266666666666661278e-01
1.247579819419921954e+01,1.286661950016445566e+01,1.933333333333328019e-01
1.257452092253678266e+01,1.288255132082588084e+01,1.599999999999994760e-01
1.267371977234190439e+01,1.289518414304978577e+01,1.266666666666661500e-01
1.277328453287562304e+01,1.290450393166665854e+01,9.333333333333282411e-02
1.287310458686914316e+01,1.291050033231460326e+01,5.999999999999949124e-02
1.297306903342053275e+01,1.291316668294312464e+01,2.666666666666615837e-02
1.307306681120654090e+01,1.291250002121471852e+01,-6.666666666667174501e-03
1.317306458899254906e+01,1.291183335948631239e+01,-6.666666666667174501e-03
1.327306236677855722e+01,1.291116669775790626e+01,-6.666666666667174501e-03
1.337306014456456538e+01,1.291050003602950014e+01,-6.666666666667174501e-03
1.347305792235057353e+01,1.290983337430109401e+01,-6.666666666667174501e-03
1.357305570013658169e+01,1.290916671257268789e+01,-6.666666666667174501e-03
1.367305347792258985e+01,1.290850005084428176e+01,-6.666666666667174501e-03
1.377305125570859801e+01,1.290783338911587563e+01,-6.666666666667174501e-03
1.387304903349460616e+01,1.290716672738746951e+01,-6.666666666667174501e-03
1.397304681128061432e+01,1.290650006565906338e+01,-6.666666666667174501e-03
1.407304458906662248e+01,1.290583340393065725e+01,-6.666666666667174501e-03
1.417304236685263064e+01,1.290516674220225113e+01,-6.666666666667174501e-03
1.427304014463863879e+01,1.290450008047384500e+01,-6.666666666667174501e-03
1.437303792242464695e+01,1.290383341874543888e+01,-6.666666666667174501e-03
1.447303570021065511e+01,1.290316675701703275e+01,-6.666666666667174501e-03
1.457303347799666327e+01,1.290250009528862662e+01,-6.666666666667174501e-03
1.467303125578267142e+01,1.290183343356022050e+01,-6.666666666667174501e-03
1.477302903356867958e+01,1.290116677183181437e+01,-6.666666666667174501e-03
1.487302681135468774e+01,1.290050011010340825e+01,-6.666666666667174501e-03
1.497302458914069589e+01,1.289983344837500212e+01,-6.666666666667174501e-03
1.507302236692670405e+01,1.289916678664659599e+01,-6.666666666667174501e-03
1.517302014471271221e+01,1.289850012491818987e+01,-6.666666666667174501e-03
1.527301792249872037e+01,1.289783346318978374e+01,-6.666666666667174501e-03
1.537301570028472852e+01,1.289716680146137762e+01,-6.666666666667174501e-03
1.547301347807073668e+01,1.289650013973297149e+01,-6.666666666667174501e-03
1.557301125585674484e+01,1.289583347800456536e+01,-6.666666666667174501e-03
1.567300903364275300e+01,1.289516681627615924e+01,-6.666666666667174501e-03
1.577300681142876115e+01,1.289450015454775311e+01,-6.666666666667174501e-03
1.587300458921476931e+01,1.289383349281934699e+01,-6.666666666667174501e-03
1.597300236700077747e+01,1.289316683109094086e+01,-6.666666666667174501e-03
1.607300014478678563e+01,1.289250016936253473e+01,-6.666666666667174501e-03
1.617299792257279378e+01,1.289183350763412861e+01,-6.666666666667174501e-03
1.627299570035880194e+01,1.289116684590572248e+01,-6.666666666667174501e-03
1.637299347814481010e+01,1.289050018417731636e+01,-6.666666666667174501e-03
1.647299125593081826e+01,1.288983352244891023e+01,-6.666666666667174501e-03
1.657298903371682641e+01,1.288916686072050410e+01,-6.666666666667174501e-03
1.667298681150283457e+01,1.288850019899209798e+01,-6.666666666667174501e-03
1.677298458928884273e+01,1.288783353726369185e+01,-6.666666666667174501e-03
1.687298236707485088e+01,1.288716687553528573e+01,-6.666666666667174501e-03
1.697298014486085904e+01,1.288650021380687960e+01,-6.666666666667174501e-03
1.707297792264686720e+01,1.288583355207847347e+01,-6.666666666667174501e-03
1.717297570043287536e+01,1.288516689035006735e+01,-6.666666666667174501e-03
1.727297347821888351e+01,1.288450022862166122e+01,-6.666666666667174501e-03
1.737297125600489167e+01,1.288383356689325510e+01,-6.666666666667174501e-03
1.747296903379089983e+01,1.288316690516484897e+01,-6.666666666667174501e-03
1.757296681157690799e+01,1.288250024343644284e+01,-6.666666666667174501e-03
1.767296458936291614e+01,1.288183358170803672e+01,-6.666666666667174501e-03
1.777296236714892430e+01,1.288116691997963059e+01,-6.666666666667174501e-03
1.787296014493493246e+01,1.288050025825122447e+01,-6.666666666667174501e-03
1.797295792272094062e+01,1.287983359652281834e+01,-6.666666666667174501e-03
1.807295570050694877e+01,1.287916693479441221e+01,-6.666666666667174501e-03
